Номер вагона,Код станции операции,Название станции операции,Номер поезда,Индекс поезда,Операция,Дата операции,Код груза,Название груза,Вес груза,Код станции назначения,Название станции назначения,Код отправителя,Код получателя,Код станции отправления,Станция начала рейса,Дата приема груза к перевозке
61603288,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,0,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
61603288,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6679,2249,34620,КОРОСТ-ЖИТОМ,6/6/17 15:00
61603684,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
61603684,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
61603783,43210,ТОПОЛИ,2929,5820+499+4300,ПРМ,6/19/17 12:25,16101,АНТРАЦИТ,64,38060,ЧОП-Э-ЧД,3145,1111,43830,ВАЛУЙКИ,6/19/17 9:22
61603783,43830,ВАЛУЙКИ,1111,43830+0+0,ПСНГ,6/19/17 9:22,16101,АНТРАЦИТ,64,38060,ЧОП-Э-ЧД,2249,1111,43830,ВАЛУЙКИ,6/19/17 9:22
61603809,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/19/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/14/17 4:27
61603858,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
61604013,43830,ВАЛУЙКИ,2249,43830+0+0,ПСНГ,6/19/17 21:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,43830,ВАЛУЙКИ,6/19/17 21:10
61624656,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61624656,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61624656,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61633004,43830,ВАЛУЙКИ,2249,43830+0+0,ПСНГ,6/19/17 21:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,43830,ВАЛУЙКИ,6/19/17 21:10
61634481,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
61634937,43830,ВАЛУЙКИ,1902,43830+0+0,ПСНГ,6/19/17 0:45,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,2249,1902,43830,ВАЛУЙКИ,6/19/17 0:45
61634937,43210,ТОПОЛИ,3007,5820+498+4300,ПРМ,6/19/17 4:30,16101,АНТРАЦИТ,70,45310,ИГРЕНЬ,3145,1902,43830,ВАЛУЙКИ,6/19/17 0:45
61635447,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 15:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/2/17 14:25
61635447,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/2/17 14:25
61635447,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/20/17 16:40,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/2/17 14:25
61635561,48560,МАРИУП-СОРТ,0,48560+73+31340,ОКОТ,6/19/17 15:10,16101,АНТРАЦИТ,70,48560,МАРИУП-СОРТ,3145,3134,43830,ВАЛУЙКИ,6/2/17 6:45
61635561,48560,МАРИУП-СОРТ,242,48560+0+31340,ВЫГ2,6/19/17 16:28,16101,АНТРАЦИТ,0,48560,МАРИУП-СОРТ,3145,3134,48560,МАРИУП-СОРТ,6/19/17 16:28
61751426,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 15:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61751426,58890,ЗВЕРЕВСКАЯ,0,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,0,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61751426,58890,ЗВЕРЕВСКАЯ,410,0+0+0,ПГР2,6/19/17 16:49,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,6969,2249,34750,ПЕНИЗЕВИЧИ,6/6/17 16:10
61751772,43830,ВАЛУЙКИ,2249,43830+0+0,ПСНГ,6/19/17 11:10,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/19/17 11:10
61751772,43981,ВЫСТРЕЛ,3801,5800+1+5077,ПРМ,6/19/17 16:15,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,3145,2249,43830,ВАЛУЙКИ,6/19/17 11:10
61751772,43830,ВАЛУЙКИ,2249,43830+0+0,ПСНГ,6/19/17 9:25,16101,АНТРАЦИТ,70,50770,ОГОРОДНЫЙ,2249,2249,43830,ВАЛУЙКИ,6/19/17 9:25
61908026,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
61908034,50770,ОГОРОДНЫЙ,242,50770+0+22490,ВЫГ2,6/18/17 17:10,16101,АНТРАЦИТ,0,50770,ОГОРОДНЫЙ,3145,2249,50770,ОГОРОДНЫЙ,6/18/17 17:10
52554714,45760,МУДРЕНАЯ,0,45760+750+97500,ОКОТ,6/20/17 14:35,42119,ВАГОНЫ ЖД РЕМОН,0,45760,МУДРЕНАЯ,5893,9750,45220,ГУБИНИХА,6/4/17 16:15
52554714,45760,МУДРЕНАЯ,3437,45760+0+0,ОДПВ,6/20/17 14:35,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,5893,3437,45760,МУДРЕНАЯ,6/20/17 14:35
52554755,45680,ПЯТИХАТКИ,3437,45680+0+0,ОДПВ,6/20/17 6:15,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,2749,3437,45680,ПЯТИХАТКИ,6/20/17 6:15
52558251,38010,ЧОП,0,38010+228+97670,ОТОТ,6/20/17 14:00,42119,ВАГОНЫ ЖД РЕМОН,0,38010,ЧОП,1300,9767,38810,БУРШТЫН,6/13/17 16:25
52786563,43000,КУПЯНСК-СОРТ,9190,43000+0+0,ОДПВ,6/20/17 20:00,42119,ВАГОНЫ ЖД РЕМОН,0,45460,АРОМАТНАЯ,5575,9190,43000,КУПЯНСК-СОРТ,6/20/17 20:00
52876463,38810,БУРШТЫН,9791,38810+0+0,ОДПВ,6/20/17 13:41,42119,ВАГОНЫ ЖД РЕМОН,0,34000,ШЕПЕТОВКА,,9791,38810,БУРШТЫН,6/20/17 13:41
52878030,47600,МЕЛИТОПОЛЬ,9190,47600+0+0,ОДПВ,6/18/17 18:30,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,1320,9190,47600,МЕЛИТОПОЛЬ,6/18/17 18:30
52878030,47600,МЕЛИТОПОЛЬ,0,47600+425+97750,ОКОТ,6/18/17 21:34,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,9775,9190,47600,МЕЛИТОПОЛЬ,6/18/17 18:30
53105383,43000,КУПЯНСК-СОРТ,0,43000+337+98160,ОТОТ,6/20/17 2:00,42119,ВАГОНЫ ЖД РЕМОН,0,43000,КУПЯНСК-СОРТ,5066,6302,43190,ЗАОСКОЛЬЕ,6/15/17 20:00
53116737,43000,КУПЯНСК-СОРТ,0,43000+337+98160,ОТОТ,6/20/17 2:00,42119,ВАГОНЫ ЖД РЕМОН,0,43000,КУПЯНСК-СОРТ,5066,9816,43190,ЗАОСКОЛЬЕ,6/15/17 17:40
53121661,34000,ШЕПЕТОВКА,0,34000+110+97910,ОКОТ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,34000,ШЕПЕТОВКА,5268,9791,33300,ГУМЕНЦЫ,5/24/17 8:20
53121661,34000,ШЕПЕТОВКА,6969,34000+0+0,ОДПВ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,34750,ПЕНИЗЕВИЧИ,5268,6969,34000,ШЕПЕТОВКА,6/19/17 22:50
53569349,43000,КУПЯНСК-СОРТ,6495,43000+0+0,ОДПВ,6/19/17 20:00,42119,ВАГОНЫ ЖД РЕМОН,0,49140,ДРУЖКОВКА,1320,6495,43000,КУПЯНСК-СОРТ,6/19/17 20:00
54066261,46700,КРИВ.РОГ-ГЛА,0,46700+945+34370,ОТОТ,6/19/17 1:05,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9750,3437,45760,МУДРЕНАЯ,6/16/17 14:00
54066261,46720,КРИВОЙ РОГ,0,46720+540+34370,ОКОТ,6/20/17 6:40,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9750,3437,46720,КРИВОЙ РОГ,6/20/17 6:40
54066824,46720,КРИВОЙ РОГ,0,46720+535+34370,ОКОТ,6/19/17 15:50,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9722,3437,45680,ПЯТИХАТКИ,6/13/17 1:20
54402813,45680,ПЯТИХАТКИ,3437,45680+0+0,ОДПВ,6/20/17 6:16,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,5068,3437,45680,ПЯТИХАТКИ,6/20/17 6:16
54403860,46700,КРИВ.РОГ-ГЛА,0,46700+952+34370,ОТОТ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9722,3437,45680,ПЯТИХАТКИ,6/17/17 2:30
54411921,46000,ЗАПОРОЖ-ЛЕВ,9722,46000+0+0,ОДПВ,6/20/17 13:00,42119,ВАГОНЫ ЖД РЕМОН,0,45680,ПЯТИХАТКИ,3271,9722,46000,ЗАПОРОЖ-ЛЕВ,6/20/17 13:00
54412036,45770,ШМАКОВО,3437,45770+0+0,ОДПВ,6/20/17 15:25,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,3437,3437,45770,ШМАКОВО,6/20/17 15:25
54412036,45770,ШМАКОВО,0,45770+863+98140,ОТОТ,6/20/17 3:30,42119,ВАГОНЫ ЖД РЕМОН,0,45770,ШМАКОВО,3437,9814,46700,КРИВ.РОГ-ГЛА,6/13/17 14:50
54442447,45770,ШМАКОВО,0,45770+856+98140,ОТОТ,6/18/17 17:50,42119,ВАГОНЫ ЖД РЕМОН,0,45770,ШМАКОВО,3437,9814,46700,КРИВ.РОГ-ГЛА,6/15/17 3:10
54442447,45770,ШМАКОВО,3437,45770+0+0,ОДПВ,6/19/17 12:20,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,3437,3437,45770,ШМАКОВО,6/19/17 12:20
54624895,45000,НИЖНЕДН-УЗЕЛ,0,45000+674+98150,ОТОТ,6/19/17 2:00,42119,ВАГОНЫ ЖД РЕМОН,0,45000,НИЖНЕДН-УЗЕЛ,5168,9815,41520,НИКОЛАЕВ-ГРУ,6/16/17 19:00
54710793,46700,КРИВ.РОГ-ГЛА,0,46700+952+34370,ОТОТ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9302,3437,45770,ШМАКОВО,6/16/17 22:50
54777495,45770,ШМАКОВО,0,45770+865+98140,ОТОТ,6/20/17 16:00,42119,ВАГОНЫ ЖД РЕМОН,0,45770,ШМАКОВО,3437,9814,46700,КРИВ.РОГ-ГЛА,6/16/17 16:25
54780572,37000,ЛЬВОВ,0,37000+303+97710,ОТОТ,6/19/17 8:00,42119,ВАГОНЫ ЖД РЕМОН,0,37000,ЛЬВОВ,1300,9771,38810,БУРШТЫН,6/15/17 17:20
54784699,49600,ПОПАСНАЯ,6495,49600+0+0,ОДПВ,6/19/17 16:00,42119,ВАГОНЫ ЖД РЕМОН,0,49140,ДРУЖКОВКА,2409,6495,49600,ПОПАСНАЯ,6/19/17 16:00
55152680,45220,ГУБИНИХА,9750,45220+0+0,ОДПВ,6/19/17 8:45,42119,ВАГОНЫ ЖД РЕМОН,0,45760,МУДРЕНАЯ,,9750,45220,ГУБИНИХА,6/19/17 8:45
55167589,38810,БУРШТЫН,9767,38810+0+0,ОДПВ,6/20/17 13:41,42119,ВАГОНЫ ЖД РЕМОН,0,38010,ЧОП,,9767,38810,БУРШТЫН,6/20/17 13:41
55168173,38810,БУРШТЫН,0,38810+757+13000,ОТОТ,6/19/17 11:04,42119,ВАГОНЫ ЖД РЕМОН,0,38810,БУРШТЫН,9771,1300,37040,КЛЕПАРОВ,6/16/17 12:30
55633432,43000,КУПЯНСК-СОРТ,0,43000+320+98160,ОКОТ,6/19/17 20:00,42119,ВАГОНЫ ЖД РЕМОН,0,43000,КУПЯНСК-СОРТ,7904,9816,43000,КУПЯНСК-СОРТ,6/12/17 17:05
55633432,43000,КУПЯНСК-СОРТ,9190,43000+0+0,ОДПВ,6/19/17 20:00,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,7904,9190,43000,КУПЯНСК-СОРТ,6/19/17 20:00
55641880,45000,НИЖНЕДН-УЗЕЛ,9190,45000+0+0,ОДПВ,6/20/17 14:10,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,2749,9190,45000,НИЖНЕДН-УЗЕЛ,6/20/17 14:10
55652697,46700,КРИВ.РОГ-ГЛА,0,46700+945+34370,ОТОТ,6/19/17 1:05,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9750,3437,45760,МУДРЕНАЯ,6/16/17 4:20
55726467,38810,БУРШТЫН,0,38810+757+13000,ОТОТ,6/19/17 11:04,42119,ВАГОНЫ ЖД РЕМОН,0,38810,БУРШТЫН,9771,1300,37040,КЛЕПАРОВ,6/16/17 12:30
55730998,38810,БУРШТЫН,9767,38810+0+0,ОДПВ,6/19/17 17:35,42119,ВАГОНЫ ЖД РЕМОН,0,38010,ЧОП,,9767,38810,БУРШТЫН,6/19/17 17:35
55773840,43190,ЗАОСКОЛЬЕ,9816,43190+0+0,ОДПВ,6/20/17 16:00,42119,ВАГОНЫ ЖД РЕМОН,0,43000,КУПЯНСК-СОРТ,,9816,43190,ЗАОСКОЛЬЕ,6/20/17 16:00
56107816,48560,МАРИУП-СОРТ,9743,48560+0+0,ОДПВ,6/20/17 11:46,42119,ВАГОНЫ ЖД РЕМОН,0,48560,МАРИУП-СОРТ,,9743,48560,МАРИУП-СОРТ,6/20/17 11:46
56107816,48560,МАРИУП-СОРТ,3134,48560+0+0,ОДПВ,6/20/17 17:05,42119,ВАГОНЫ ЖД РЕМОН,0,48560,МАРИУП-СОРТ,3134,3134,48560,МАРИУП-СОРТ,6/20/17 17:05
56290802,49120,КОНСТАНТИНОВ,9190,49120+0+0,ОДПВ,6/19/17 1:45,42119,ВАГОНЫ ЖД РЕМОН,0,45460,АРОМАТНАЯ,9190,9190,49120,КОНСТАНТИНОВ,6/19/17 1:45
56574650,45460,АРОМАТНАЯ,9722,45460+0+0,ОДПВ,6/20/17 0:50,42119,ВАГОНЫ ЖД РЕМОН,0,45680,ПЯТИХАТКИ,3601,9722,45460,АРОМАТНАЯ,6/20/17 0:50
56952468,48560,МАРИУП-СОРТ,9743,48560+0+0,ОДПВ,6/20/17 0:20,42119,ВАГОНЫ ЖД РЕМОН,0,48620,ВОЛНОВАХА,,9743,48560,МАРИУП-СОРТ,6/20/17 0:20
56969454,49600,ПОПАСНАЯ,6495,49600+0+0,ОДПВ,6/19/17 16:00,42119,ВАГОНЫ ЖД РЕМОН,0,49140,ДРУЖКОВКА,2409,6495,49600,ПОПАСНАЯ,6/19/17 16:00
56969678,37040,КЛЕПАРОВ,1120,37040+0+0,ОДПВ,6/18/17 18:10,42119,ВАГОНЫ ЖД РЕМОН,0,36120,МАКСИМ.-ТЕРН,1300,1120,37040,КЛЕПАРОВ,6/18/17 18:10
56969678,36120,МАКСИМ.-ТЕРН,0,36120+81+19610,ОТОТ,6/20/17 12:30,42119,ВАГОНЫ ЖД РЕМОН,0,36120,МАКСИМ.-ТЕРН,9771,1120,37040,КЛЕПАРОВ,6/18/17 18:10
58335381,38810,БУРШТЫН,9771,38810+0+0,ОДПВ,6/18/17 17:01,42119,ВАГОНЫ ЖД РЕМОН,0,37040,КЛЕПАРОВ,,9771,38810,БУРШТЫН,6/18/17 17:01
59430108,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,9788,9190,49120,КОНСТАНТИНОВ,6/16/17 2:55
59673467,46700,КРИВ.РОГ-ГЛА,0,46700+945+34370,ОТОТ,6/19/17 1:05,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9750,3437,45760,МУДРЕНАЯ,6/17/17 12:20
59673467,46720,КРИВОЙ РОГ,0,46720+540+34370,ОКОТ,6/20/17 6:40,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9750,3437,46720,КРИВОЙ РОГ,6/20/17 6:40
60495520,45760,МУДРЕНАЯ,0,45760+643+97500,ОТОТ,6/19/17 11:10,42119,ВАГОНЫ ЖД РЕМОН,0,45760,МУДРЕНАЯ,9302,9750,45450,ПАВЛОГРАД I,6/16/17 11:15
60631413,49140,ДРУЖКОВКА,0,49140+442+70070,ОТОТ,6/19/17 3:10,42119,ВАГОНЫ ЖД РЕМОН,0,49140,ДРУЖКОВКА,9788,6495,49120,КОНСТАНТИНОВ,6/17/17 8:00
60632288,47600,МЕЛИТОПОЛЬ,9190,47600+0+0,ОДПВ,6/19/17 15:20,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,1320,9190,47600,МЕЛИТОПОЛЬ,6/19/17 15:20
60637535,45680,ПЯТИХАТКИ,3437,45680+0+0,ОДПВ,6/20/17 6:18,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,5893,3437,45680,ПЯТИХАТКИ,6/20/17 6:18
60685666,47600,МЕЛИТОПОЛЬ,0,47600+424+97750,ОКОТ,6/18/17 21:34,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,9775,9190,47600,МЕЛИТОПОЛЬ,6/18/17 15:30
60717055,49140,ДРУЖКОВКА,0,49140+442+70070,ОТОТ,6/19/17 3:10,42119,ВАГОНЫ ЖД РЕМОН,0,49140,ДРУЖКОВКА,9788,6495,49120,КОНСТАНТИНОВ,6/16/17 2:55
60733342,47600,МЕЛИТОПОЛЬ,9190,47600+0+0,ОДПВ,6/19/17 15:20,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,1320,9190,47600,МЕЛИТОПОЛЬ,6/19/17 15:20
60832417,45460,АРОМАТНАЯ,0,45460+709+91900,ОТОТ,6/19/17 13:30,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,9775,9190,47600,МЕЛИТОПОЛЬ,6/14/17 18:30
61004016,45680,ПЯТИХАТКИ,3437,45680+0+0,ОДПВ,6/20/17 6:20,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,2749,3437,45680,ПЯТИХАТКИ,6/20/17 6:20
61006706,34000,ШЕПЕТОВКА,0,34000+110+97910,ОКОТ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,34000,ШЕПЕТОВКА,5268,9791,33300,ГУМЕНЦЫ,5/31/17 15:30
61006706,34000,ШЕПЕТОВКА,6267,34000+0+0,ОДПВ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,32000,ДАРНИЦА,5268,6267,34000,ШЕПЕТОВКА,6/19/17 22:50
61028502,45760,МУДРЕНАЯ,0,45760+750+97500,ОКОТ,6/20/17 14:35,42119,ВАГОНЫ ЖД РЕМОН,0,45760,МУДРЕНАЯ,3437,9750,46700,КРИВ.РОГ-ГЛА,6/9/17 15:50
61028502,45760,МУДРЕНАЯ,3437,45760+0+0,ОДПВ,6/20/17 14:35,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,3437,3437,45760,МУДРЕНАЯ,6/20/17 14:35
61096343,46700,КРИВ.РОГ-ГЛА,0,46700+945+34370,ОТОТ,6/19/17 1:05,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9750,3437,45760,МУДРЕНАЯ,6/16/17 4:20
61197240,37040,КЛЕПАРОВ,1120,37040+0+0,ОДПВ,6/19/17 14:00,42119,ВАГОНЫ ЖД РЕМОН,0,36120,МАКСИМ.-ТЕРН,9771,1120,37040,КЛЕПАРОВ,6/19/17 14:00
61197885,45000,НИЖНЕДН-УЗЕЛ,9747,45000+0+0,ОДПВ,6/20/17 16:10,42119,ВАГОНЫ ЖД РЕМОН,0,45000,НИЖНЕДН-УЗЕЛ,,9747,45000,НИЖНЕДН-УЗЕЛ,6/20/17 16:10
61203410,46700,КРИВ.РОГ-ГЛА,0,46700+945+34370,ОТОТ,6/19/17 1:05,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9722,3437,45680,ПЯТИХАТКИ,6/15/17 2:30
61320784,37040,КЛЕПАРОВ,1120,37040+0+0,ОДПВ,6/19/17 14:00,42119,ВАГОНЫ ЖД РЕМОН,0,36120,МАКСИМ.-ТЕРН,9771,1120,37040,КЛЕПАРОВ,6/19/17 14:00
61602728,37040,КЛЕПАРОВ,1120,37040+0+0,ОДПВ,6/19/17 14:00,42119,ВАГОНЫ ЖД РЕМОН,0,36120,МАКСИМ.-ТЕРН,9771,1120,37040,КЛЕПАРОВ,6/19/17 14:00
61737516,46700,КРИВ.РОГ-ГЛА,0,46700+952+34370,ОТОТ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9302,3437,45770,ШМАКОВО,6/18/17 4:50
61753968,38810,БУРШТЫН,9771,38810+0+0,ОДПВ,6/19/17 12:35,42119,ВАГОНЫ ЖД РЕМОН,0,37000,ЛЬВОВ,,9771,38810,БУРШТЫН,6/19/17 12:35
61837167,47600,МЕЛИТОПОЛЬ,9190,47600+0+0,ОДПВ,6/20/17 15:30,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,1320,9190,47600,МЕЛИТОПОЛЬ,6/20/17 15:30
61861407,46700,КРИВ.РОГ-ГЛА,0,46700+952+34370,ОТОТ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9722,3437,45680,ПЯТИХАТКИ,6/17/17 2:30
61872958,43000,КУПЯНСК-СОРТ,0,43000+337+98160,ОТОТ,6/20/17 2:00,42119,ВАГОНЫ ЖД РЕМОН,0,43000,КУПЯНСК-СОРТ,5066,9816,43190,ЗАОСКОЛЬЕ,6/15/17 18:15
62079223,46700,КРИВ.РОГ-ГЛА,0,46700+945+34370,ОТОТ,6/19/17 1:05,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9710,3437,45640,ВЕРХОВЦЕВО,6/16/17 16:00
62079223,46720,КРИВОЙ РОГ,0,46720+540+34370,ОКОТ,6/20/17 6:40,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9710,3437,46720,КРИВОЙ РОГ,6/20/17 6:40
62325089,45000,НИЖНЕДН-УЗЕЛ,9190,45000+0+0,ОДПВ,6/20/17 14:10,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,2749,9190,45000,НИЖНЕДН-УЗЕЛ,6/20/17 14:10
62327176,45510,БОГУСЛАВСКИЙ,0,45510+304+91900,ОКОТ,6/20/17 5:45,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,9747,9190,45000,НИЖНЕДН-УЗЕЛ,6/15/17 17:05
62327648,46700,КРИВ.РОГ-ГЛА,0,46700+945+34370,ОТОТ,6/19/17 1:05,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9750,3437,45760,МУДРЕНАЯ,6/16/17 14:00
64707169,45510,БОГУСЛАВСКИЙ,0,45510+958+91900,ОТОТ,6/19/17 5:50,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,9776,9190,46000,ЗАПОРОЖ-ЛЕВ,6/15/17 20:00
64742307,45460,АРОМАТНАЯ,0,45460+709+91900,ОТОТ,6/19/17 13:30,42119,ВАГОНЫ ЖД РЕМОН,0,45510,БОГУСЛАВСКИЙ,9776,9190,46000,ЗАПОРОЖ-ЛЕВ,6/17/17 17:15
66779232,32000,ДАРНИЦА,0,32000+13+62670,ОТОТ,6/19/17 10:00,42119,ВАГОНЫ ЖД РЕМОН,0,32000,ДАРНИЦА,9806,6267,34630,КОРОСТЕНЬ,6/16/17 9:20
67067207,40510,ОДЕССА-ЗАС I,0,40510+266+34430,ОТОТ,6/18/17 18:45,42119,ВАГОНЫ ЖД РЕМОН,0,40510,ОДЕССА-ЗАС I,5168,7113,40680,ПОДОЛЬСК,6/10/17 2:20
67075804,46700,КРИВ.РОГ-ГЛА,0,46700+138+34370,ОКОТ,6/19/17 14:15,42119,ВАГОНЫ ЖД РЕМОН,0,46700,КРИВ.РОГ-ГЛА,9810,3437,46700,КРИВ.РОГ-ГЛА,6/19/17 14:15
67077560,33580,ВИННИЦА,0,33580+270+29700,ПРДР,6/20/17 21:30,42119,ВАГОНЫ ЖД РЕМОН,0,33580,ВИННИЦА,9806,2970,34630,КОРОСТЕНЬ,6/11/17 16:20
67501247,34000,ШЕПЕТОВКА,0,34000+110+97910,ОКОТ,6/19/17 22:50,42119,ВАГОНЫ ЖД РЕМОН,0,34000,ШЕПЕТОВКА,7727,9791,34000,ШЕПЕТОВКА,6/19/17 22:50
